Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Post,Demii Chii,2024-03-23,The staff were very friendly and accommodating. It was easy to talk to them especially on fb messenger when I was inquiring. The place is clean and budget-friendly. Wish they could maintain the place well. The shower head was quite moldy and kept on dripping even when not in use. Other than that we still enjoyed our stay ^^,Accomodation,The staff were very friendly and accommodating. It was easy to talk to them especially on fb messenger when I was inquiring. The place is clean and budget-friendly. Wish they could maintain the place well. The shower head was quite moldy and kept on dripping even when not in use. Other than that we still enjoyed our stay ^^,staff friendly accommodating easy talk especially fb messenger inquiring place clean budgetfriendly wish could maintain place well shower head quite moldy kept dripping even use still enjoyed stay,0.0,0.566,0.434,0.9423,positive
Tweet,sophie2023,2024-10-18,"Baybay Grill had a nice selection of drinks, but my food was bland.",Food,"Baybay Grill had a nice selection of drinks, but my food was bland.",baybay grill nice selection drink food bland,0.0,0.682,0.318,0.4215,positive
Tweet,"
Octobern",2024-03-29,Jusko never again sa Kabsat. 3hrs waiting time amputa.,Experience,Jusko never again in Kabsat. 3hrs waiting time amputated.,jusko never kabsat 3hrs waiting time amputated,0.0,1.0,0.0,0.0,positive
Tweet,J Polo,2024-04-13,#elyu æs golden hour glow ,Experience,#elyu æs golden hour glow,elyu æs golden hour glow,0.0,1.0,0.0,0.0,positive
Tweet,Leks,2024-08-03,GUSTO KO TALAGANG MAG ELYU. HMMMMMMMMMMM,Experience,I REALLY WANT TO BE ELYU. HMMMMMMMMMM,really want elyu hmmmmmmmmmm,0.0,0.653,0.347,0.1513,positive
Post,Owen Castillo,2023-11-11,We had a great experience! The staff were accommodating and friendly. We had a blast playing board games in their common area and enjoyed delicious food in their restaurant.,Acommodation,We had a great experience! The staff were accommodating and friendly. We had a blast playing board games in their common area and enjoyed delicious food in their restaurant.,great experience staff accommodating friendly blast playing board game common area enjoyed delicious food restaurant,0.0,0.383,0.617,0.9442,positive
Tweet,R U E,2022-12-23,"The night life scene is crazy, almost too much for me to handle but still had fun.",Activities,"The night life scene is crazy, almost too much for me to handle but still had fun.",night life scene crazy almost much handle still fun,0.189,0.551,0.26,0.2263,positive
Post,Barry Dixon,2021-06-09,everything is good at this resort...,Accomodation,everything is good at this resort...,everything good resort,0.0,0.408,0.592,0.4404,positive
Post,Raquel Mae Dela Cruz,2021-09-02,"Very accomodating, nice to rest in a quiet and comfortable area the owner is very kind. the rooms are good and affordable. + more beachfront",Experience,"Very accomodating, nice to rest in a quiet and comfortable area the owner is very kind. the rooms are good and affordable. + more beachfront",accomodating nice rest quiet comfortable area owner kind room good affordable beachfront,0.0,0.392,0.608,0.9081,positive
Tweet,Rosa,2022-11-18,The surf instructors in Elyu are incredibly skilled and passionate. They really make learning to surf enjoyable!,Activities,The surf instructors in Elyu are incredibly skilled and passionate. They really make learning to surf enjoyable!,surf instructor elyu incredibly skilled passionate really make learning surf enjoyable,0.0,0.578,0.422,0.7635,positive
Post,Paulo Lim,2019-10-13,El Union Coffee is my go-to for good coffee in San Juan. Always delivers!,Experience,El Union Coffee is my go-to for good coffee in San Juan. Always delivers!,el union coffee goto good coffee san juan always delivers,0.0,0.756,0.244,0.4404,positive
Post,Choi Diaoá,2024-08-30,"The hotel was so good. The staff were very accommodating and kind, which made our stay really enjoyable.",Accomodation,"The hotel was so good. The staff were very accommodating and kind, which made our stay really enjoyable.",hotel good staff accommodating kind made stay really enjoyable,0.0,0.387,0.613,0.8588,positive
Tweet,Nadyaaa??,2024-08-06,hindi talaga ako maka get over sa elyu,Experience,I really can't get over Elyu,really cant get elyu,0.0,1.0,0.0,0.0,positive
Tweet,TRAVIS,2021-12-21,"DampaÆs grilled dishes were flavorful, but the restaurant was crowded.",Food,"DampaÆs grilled dishes were flavorful, but the restaurant was crowded.",dampaæs grilled dish flavorful restaurant crowded,0.0,1.0,0.0,0.0,positive
Tweet,JulianLim,2023-09-09,They enjoyed a relaxing afternoon at a cafΘ with the best coffee in San Juan.,Experience,They enjoyed a relaxing afternoon at a café with the best coffee in San Juan.,enjoyed relaxing afternoon café best coffee san juan,0.0,0.318,0.682,0.8934,positive
Tweet,Nathan,2022-02-11,Our Airbnb in SJ was amazing! Walking distance to all the bars and restaurants made it easy to enjoy the local scene.,Accomodation,Our Airbnb in SJ was amazing! Walking distance to all the bars and restaurants made it easy to enjoy the local scene.,airbnb sj amazing walking distance bar restaurant made easy enjoy local scene,0.0,0.476,0.524,0.872,positive
Reply,Jazmyn Castro,2024-03-21,The nightlife in Elyu has become too commercialized. It doesnÆt feel as laid-back as it used to.,Experience,The nightlife in Elyu has become too commercialized. It doesnÆt feel as laid-back as it used to.,nightlife elyu become commercialized doesnæt feel laidback used,0.0,0.824,0.176,0.128,positive
Post,Fe Bautista Guevarra,2023-10-15,"Harapin ko ba o titigan na lang ang paglubog ng araw? Ang ganda niya kasi, parang nagbibigay ng bagong pag-asa di ba?   ",Experience,"Should I face it or just watch the sunset? Because she is beautiful, it seems to give new hope, right?",face watch sunset beautiful seems give new hope right,0.0,0.507,0.493,0.7783,positive
Tweet,mikayyy,2024-07-14,Kakaexcite naman ang elyu na yarn!,Experience,Elyu yarn is exciting!,elyu yarn exciting,0.0,0.385,0.615,0.4939,positive
Post,Aya Gabriel,2023-06-05,"Thank you we have a great time during our team building there, more accomodation and seeing to be back with my family",Accomodation,"Thank you we have a great time during our team building there, more accommodation and seeing to be back with my family",thank great time team building accommodation seeing back family,0.0,0.515,0.485,0.765,positive
Post,Adriano Panganiban,2021-10-24,San Juan Surf Resort is my go-to place for surfing and good food in La Union.,Experience,San Juan Surf Resort is my go-to place for surfing and good food in La Union.,san juan surf resort goto place surfing good food la union,0.0,0.775,0.225,0.4404,positive
Tweet,???,2024-06-16,I wanna fkg go back to elyu.,Experience,I wanna fkg go back to elyu.,wanna fkg go back elyu,0.0,1.0,0.0,0.0,positive
Post,May Esperanza Esquejoá,2023-11-24,It's nice to hang out by the sea while the sun is setting,Accomodation,It's nice to hang out by the sea while the sun is setting,nice hang sea sun setting,0.0,0.588,0.412,0.4215,positive
Post,Sai Lamsen Rodriguez,2023-08-06,"We're very very lucky to come across their page, we didn't make a mistake in our choice. The owners were very kind jolly, friendly and accommodating. + from all the ATV's we've tried from other places the feeling is more adventurous, and the place is super spacious!",Activities,"We're very very lucky to come across their page, we didn't make a mistake in our choice. The owners were very kind jolly, friendly and accommodating. + from all the ATV's we've tried from other places the feeling is more adventurous, and the place is super spacious!",lucky come across page didnt make mistake choice owner kind jolly friendly accommodating atvs weve tried place feeling adventurous place super spacious,0.0,0.383,0.617,0.9663,positive
Post,Ruben John Santos,2023-06-13,"We enjoyed our time at Ocean Bay Inn, with its excellent location and friendly staff.",Experience,"We enjoyed our time at Ocean Bay Inn, with its excellent location and friendly staff.",enjoyed time ocean bay inn excellent location friendly staff,0.0,0.37,0.63,0.8807,positive
Tweet,ChrisBaker33,2024-07-17,"Surfer's Point Deck has a killer view, but the service was slow.",Food,"Surfer's Point Deck has a killer view, but the service was slow.",surfer point deck killer view service slow,0.417,0.583,0.0,-0.6486,negative
Post,Czarina Capiral-Comeque,2019-06-03,Too Expensive for their food and quality. And the waiters are not attentive and friendly.,Food,Too Expensive for their food and quality. And the waiters are not attentive and friendly.,expensive food quality waiter attentive friendly,0.0,0.61,0.39,0.4939,positive
Tweet,hope.,2024-07-13,Gusto ko mag elyu,Experience,I want to elute,want elute,0.0,0.435,0.565,0.0772,positive
Tweet,Carmina Joy De Leon,2020-04-24,"Make your way to San Juan, La Union for waves, great eats, and the most comfortable stays.",Experience,"Make your way to San Juan, La Union for waves, great eats, and the most comfortable stays.",make way san juan la union wave great eats comfortable stay,0.0,0.549,0.451,0.8126,positive
Post,Rasine Te±oso,2024-06-30,The accomodation was good for backpackers and clean common areas. Accomodating and friendly staff.,Accomodation,The accommodation was good for backpackers and clean common areas. Accommodating and friendly staff.,accommodation good backpacker clean common area accommodating friendly staff,0.0,0.405,0.595,0.8316,positive
Post,Monique Tejada,2021-03-11,"Clean Beach Resort lived up to its nameùsuper clean, quiet, and with great food options.",Experience,"Clean Beach Resort lived up to its nameùsuper clean, quiet, and with great food options.",clean beach resort lived nameùsuper clean quiet great food option,0.0,0.424,0.576,0.8591,positive
Post,Ela Mariscotes,2024-04-03,Highly recommended and Charlie's Hangar Surf Hostel for budget stay. Super linis nila sa baniyo every may nalligo ata nagllinis cla. Haha. Mayat maya may naglalampaso. Plus points pa pet friendly. Malamig aircon and comfy bunk beds. May privacy pa kayo and each bed has It is own socket hndi kayo magaagawan and may sariling ilaw pa. Medyo mahina lng signal. Overall satisfied. Will come back again. ,Accomodation,"Highly recommended and Charlie's Hangar Surf Hostel for budget stay. They clean the bathroom super clean every time someone takes a bath or cleans it. Haha. Sometimes someone slips by. Plus points pet friendly. Cold aircon and comfy bunk beds. You still have privacy and each bed has It's own socket, you won't be able to fight and it has its own light. The signal is a bit weak. Overall satisfied. Will come back again.",highly recommended charlies hangar surf hostel budget stay clean bathroom super clean every time someone take bath clean haha sometimes someone slip plus point pet friendly cold aircon comfy bunk bed still privacy bed socket wont able fight light signal bit weak overall satisfied come back,0.045,0.561,0.394,0.9656,positive
